Anton;blanks2008.pdf;the development of the referral outcome diagram and an analysis of laboratory cancer detection rates in the english nhs cervical screening programme--is there an optimum level of detection of cin 1 and cin 2 lesions;Kim, JJ  Leung, GM  Woo, PPS  Goldie, SJ;
Anton;weedonfekjr2008.pdf;breast cancer tumor growth estimated through mammography screening data;McMahon PM, Kong CY, Weinstein MC, Tramontano AC, Cipriano LE, Johnson BE, Weeks JC, Gazelle GS.;
Anton;bergeron2008.pdf;cost-effectiveness analysis of the introduction of a quadrivalent human papillomavirus vaccine in france;Armero, Carmen, Lopez-Quilez, Antonio, Lopez-Sanchez, Rut;
Anton;mcmahon2008.pdf;Adopting Helical CT Screening for Lung Cancer Potential Health Consequences During a 15-Year Period;Caleffi M, Ribeiro RA, Duarte Filho DL, Ashton-Prolla P, Bedin AJ Jr, Skonieski GP, Zignani JM, Giacomazzi J, Franco LR, Graudenz M, Pohlmann P, Fernandes JG, Kivitz P, Weber B.;
Anton;reynalesshigematsu2009.pdf;cost-effectiveness analysis of a quadrivalent human papilloma virus vaccine in mexico;Hsieh, HJ  Chen, THH  Chang, SH;
Anton;anonychuk2009.pdf;a cost-utility analysis of cervical cancer vaccination in preadolescent canadian females;Carter KJ, Castro F, Kessler E, Erickson B.;
Anton;vijayaraghavan2009.pdf;cost-effectiveness of high-risk hpv dna testing for cervical cancer screening in south africa;Arveux P, Wait S, Schaffer P.;
Anton;goldwasser2009.pdf;modeling excess lung cancer risk among screened arm participants in the mayo lung project;Berchi, C, Bouvier, V, Reaud, JM, Launoy, G;
Anton;yen2009.pdf;estimating the long-term clinical impact of cervical cancer vaccination in taiwan;;
Anton;berg2009.pdf;a discrete event simulation model to evaluate operational performance of a colonoscopy suite;Kulasingam S, Connelly L, Conway E, Hocking JS, Myers E, Regan DG, Roder D, Ross J, Wain G.;
Anton;wever2010.pdf;prostate-specific antigen screening in the united states vs in the european randomized study of screening for prostate cancer-rotterdam;Andres-Gamboa, Oscar  Chicaiza, Liliana  Garcia-Molina, Mario  Diaz, Jorge  Gonzalez, Mauricio  Murillo, Raul  Ballesteros, Monica  Sanchez, Ricardo;
Anton;berkhof2010.pdf;the health and economic effects of hpv dna screening in the netherlands;Rogoza RM, Westra TA, Ferko N, Tamminga JJ, Drummond MF, Daemen T, Wilschut JC, Postma MJ.;
Anton;jit2011.pdf;human papillomavirus vaccine introduction in low-income and middle-income countries guidance on the use of cost-effectiveness models;Bech M., Gyrd-Hansen D.;
Anton;chen2011.pdf;cost-effectiveness analysis for pap smear screening and human papillomavirus dna testing and vaccination;Ladabaum U, Chopra CL, Huang G, Scheiman JM, Chernew ME, Fendrick AM.;
Anton;goldie2011.pdf;model-based analyses to compare health and economic outcomes of cancer control inclusion of disparities;Bergeron C, Largeron N, McAllister R, Mathevet P, Remy V.;
Anton;draisma2013.pdf;a note on the catch-up time method for estimating lead or sojourn time in prostate cancer screening;PLoS One.  Aug .():e. doi: ./journal.pone.. Print .;
Anton;edwards2010.pdf;annual report to the nation on the status of cancer 1975-2006 featuring colorectal cancer trends and impact of interventions risk factors screening and treatment to reduce future rates;Costantino C, Calamusa G, Cusimano R, Firenze A, Romano N, Trecca A, Vitale F.;
Anton;dhar2018.pdf;Catalyzing Novel Approaches to Rapid, Accurate, and Affordable Early Cancer Detection;Chen P.-F., Chen C.-S., Chen C.-C., Lung F.-W.;
Anton;meza2014.pdf;comparative analysis of 5 lung cancer natural history and screening models that reproduce outcomes of the nlst and plco trials;Chiu, Sherry Y-H, Malila, Nea, Yen, Amy M-F, Anttila, Ahti, Hakama, Matti, Chen, H-H;
Anton;ladabaum2010.pdf;cost-effectiveness of colorectal cancer screening in high-risk spanish patients use of a validated model to inform public policy;Vacek PM, Skelly JM, Geller BM.;
Anton;silvaillanes2018.pdf;critical analysis of markov models used for the economic evaluation of colorectal cancer screening a systematic review;van Ballegooijen, Marjolein, Rutter, Carolyn M., Knudsen, Amy B., Zauber, Ann G., Savarino, James E., Lansdorp-Vogelaar, Iris, Boer, Rob, Feuer, Eric J., Habbema, J. Dik F., Kuntz, Karen M.;
Anton;gunsoy2014.pdf;estimating breast cancer mortality reduction and overdiagnosis due to screening for different strategies in the united kingdom;van Rossum, Leo G. M.  van Rijn, Anne F.  Verbeek, Andre L. M.  van Oijen, Martijn G. H.  Laheij, Robert J. F.  Fockens, Paul  Jansen, Jan B. M. J.  Adang, Eddy M. M.  Dekker, Evelien;
Anton;westra2013.pdf;Inclusion of the benefits of enhanced cross protection against cervical cancer and prevention of genital warts in the cost-effectiveness analysis of human papillomavirus vaccination in the Netherlands;Chen, Meng-Kan  Hung, Hui-Fang  Duffy, Stephen  Yen, Amy Ming-Fang  Chen, Hsiu-Hsi;
Anton;Steen2015.pdf;Optimal Colorectal Cancer Screening in States? Low-Income, Uninsured Populations The Case of South Carolina;"Alex van der Steen, Amy B. Knudsen, Frank van Hees,
Gailya P. Walter, Franklin G. Berger, Virginie G. Daguise,
Karen M. Kuntz, Ann G. Zauber, Marjolein van Ballegooijen,
and Iris Lansdorp-Vogelaar";
Anton;kobayashi2007.pdf;prostate cancer screening strategies with re-screening interval determined by individual baseline prostate-specific antigen values are cost-effective;McMahon, Pamela M., Kong, Chung Yin, Bouzan, Colleen, Weinstein, Milton C., Cipriano, Lauren E., Tramontano, Angela C., Johnson, Bruce E., Weeks, Jane C., Gazelle, G. Scott;
Anton;10.1002@ijc.31265.pdf;Quality of life assumptions determine which cervical cancer screening strategies are cost-effective;Carles M, Vilaprinyo E, Cots F, Gregori A, Pla R, Rom?n R, Sala M, Maci? F, Castells X, Rue M.;
Anton;uuskla2013.pdf;The epidemiological and economic impact of aqua-drivalent human papillomavirus (hpv) vaccine in Estonia;Sroczynski G., Schnell-Inderst P., Muhlberger N., Lang K., Aidelsburger P., Wasem J., Mittendorf T., Engel J., Hillemanns P., Petry K.U., Kramer A., Siebert U.;
Anton;nihms115777.pdf;trade-offs in cervical cancer prevention balancing benefits and risks;Quentin W, Adu-Sarkodie Y, Terris-Prestholt F, Legood R, Opoku BK, Mayaud P.;
Anton;rutter2017.pdf;Effect of Time to Diagnostic Testing for Breast, Cervical, and Colorectal Cancer Screening Abnormalities on Screening Efficacy: A Modeling Study;de Gelder, Rianne, Fracheboud, Jacques, Heijnsdijk, Eveline A. M., den Heeten, Gerard, Verbeek, Andre L. M., Broeders, Mireille J. M., Draisma, Gerrit, de Koning, Harry J.;
Anton;gulati2012.pdf;the impact of plco control arm contamination on perceived psa screening efficacy;JAMA.  Oct .():-.;
Anton;schultz2012.pdf;chapter 7 description of miscan-lung the erasmus mc lung cancer microsimulation model for evaluating cancer control interventions;Pinsky PF.;
Anton;hanly2012.pdf;cost-effectiveness of computed tomography colonography in colorectal cancer screening a systematic review;Okonkwo, Quirine Lamberts  Draisma, Gerrit  der Kinderen, Arno  Brown, Martin L.  de Koning, Harry J.;
Anton;gunsoy2012.pdf;Modelling the overdiagnosis of breast cancer due to mammography screening in women aged 40to 49 in the United Kingdom;Annemans L., Remy V., Oyee J., Largeron N.;
Anton;luttjeboer2013.pdf;cost-effectiveness of the prophylactic hpv vaccine an application to the netherlands taking non-cervical cancers and cross-protection into account;Schultz FW, Boer R, de Koning HJ.;
Anton;quentin2011.pdf;costs of cervical cancer screening and treatment using visual inspection with acetic acid via and cryotherapy in ghana the importance of scale;McMahon PM, Kong CY, Johnson BE, Weinstein MC, Weeks JC, Tramontano AC, Cipriano LE, Bouzan C, Gazelle GS.;
Anton;vanagas2012.pdf;healthcare spending in the case of a hpv1618 population-wide vaccination programme;Lin, Ray S., Plevritis, Sylvia K.;
Anton;crowcroft2012.pdf;Human papilloma virus vaccination programs reduce health inequity in most scenarios: a simulation study;Lansdorp-Vogelaar, Iris  Kuntz, Karen M.  Knudsen, Amy B.  van Ballegooijen, Marjolein  Zauber, Ann G.  Jemal, Ahmedin;
Anton;uhry2010.pdf;multi-state markov models in cancer screening evaluation a brief review and case study;Lucidarme O, Cadi M, Berger G, Taieb J, Poynard T, Grenier P, Beresniak A.;
Anton;navernik2014.pdf;output correlations in probabilistic models with multiple alternatives;Voko, Zoltan  Nagyjanosi, Laszlo  Kalo, Zoltan;
Anton;zelle2014.pdf;predicting the stage shift as a result of breast cancer screening in low- and middle-income countries a proof of concept;Burger, E. A.  Ortendahl, J. D.  Sy, S.  Kristiansen, I. S.  Kim, J. J.;
Anton;armstrong2010.pdf;prophylaxis of cervical cancer and related cervical disease a review of the cost-effectiveness of vaccination against oncogenic hpv types;Hanly, Paul  Skally, Mairead  Fenlon, Helen  Sharp, Linda;
Anton;wever2012.pdf;to be screened or not to be screened modeling the consequences of psa screening for the individual;Zelle SG, Nyarko KM, Bosu WK, Aikins M, Ni??ns LM, Lauer JA, Sepulveda CR, Hontelez JA, Baltussen R.;
Anton;yeh2013.pdf;sorting it out pile sorting as a mixed methodology for exploring barriers to cancer screening;Wong IO, Kuntz KM, Cowling BJ, Lam CL, Leung GM.;
Anton;petry2013.pdf;Annual Papanicolaou screening for 5 years among human papillomavirus-negative women;Wu D, Erwin D, Rosner GL.;
Anton;witte2017.pdf;an em algorithm for nonparametric estimation of the cumulative incidence function from repeated imperfect test results;Draisma, Gerrit  van Rosmalen, Joost;
Anton;10.1093@jnci@djv103.pdf;benefits and harms of mammography screening after age 74 years model estimates of overdiagnosis;Stollenwerk, Bjoern  Gandjour, Afschin  Luengen, Markus  Siebert, Uwe;
Anton;ekwunife2016.pdf;challenges in cost-effectiveness analysis modelling of hpv vaccines in low- and middle-income countries a systematic review and practice recommendations;Arrospide A, Forn?? C, Ru?? M, Tor? N, Mar J, Bar?? M.;
Anton;10.1002@cncr.31141.pdf;comparative effectiveness of prostate cancer screening between the ages of 55 and 69 years followed by active surveillance;Petry, Karl Ulrich  Rinnau, Franziska  Boehmer, Gerd  Hollwitz, Bettina  Luyten, Alexander  Buttmann, Nina  Bruenger, Martin  Iftner, Thomas;
Anton;wu2006.pdf;cost-effectiveness analysis of colorectal cancer screening with stool dna testing in intermediate-incidence countries;Steens A, Wielders CC, Bogaards JA, Boshuizen HC, de Greeff SC, de Melker HE.;
Anton;vok2012.pdf;cost-effectiveness of adding vaccination with the AS04-adjuvanted human papillomavirus 16/18 vaccine to cervical cancer screening in Hungary;Hsieh, Jeff Ching-Fu  Cramb, Susanna M.  McGree, James M.  Baade, Peter D.  Dunn, Nathan A. M.  Mengersen, Kerrie L.;
Anton;romagnuolo2007.pdf;cost-effectiveness of Colorectal Cancer Screening With Computed Tomography Colonography The Impact of Not Reporting Diminutive Lesions;Timmers JM, Verbeek AL, IntHout J, Pijnappel RM, Broeders MJ, den Heeten GJ.;
Anton;chesson2008.pdf;cost-effectiveness of Human Papillomavirus Vaccination inthe United States;Saini S.D., Schoenfeld P., Vijan S.;
Anton;berkhof2006.pdf;evaluation of cervical screening strategies with adjunct high-risk human papillomavirus testing for women with borderline or mild dyskaryosis;Gulati, Roman  Gore, John L.  Etzioni, Ruth;
Anton;duffy2005.pdf;overdiagnosis and overtreatment of breast cancer - estimates of overdiagnosis from two trials of mammographic screening for breast cancer;Cronin, Paula, Goodall, Stephen, Lockett, Trevor, O'Keefe, Christine M., Norman, Richard, Church, Jody;
Anton;olsen2006.pdf;overdiagnosis sojourn time and sensitivity in the copenhagen mammography screening program;;
Anton;10.1177@0969141316629505.pdf;The role of pre-invasive disease in overdiagnosis: A microsimulation study comparing mass screening for breast cancer and cervical cancer;Luttjeboer J, Westra TA, Wilschut JC, Nijman HW, Daemen T, Postma MJ.;
Anton;jit2014.pdf;cost-effectiveness of female human papillomavirus vaccination in 179 countries a prime modelling study;;
Anton;huh2014.pdf;cost-effectiveness of human papillomavirus-16/18 genotyping in cervical cancer screening;Will BP, Berthelot JM, Nobrega KM, Flanagan W, Evans WK.;
Anton;duffy2014.pdf;translation of research results to simple estimates of the likely effect of a lung cancer screening programme in the united kingdom;Karnon, Jonathan, Jones, Roy, Czoski-Murray, Carolyn, Srnith, Kevin J.;
Anton;gulati2014.pdf;individualized estimates of overdiagnosis in screen-detected prostate cancer;Reynales-Shigematsu LM, Rodrigues ER, Lazcano-Ponce E.;
Anton;mcmahon2014.pdf;comparing benefits from many possible computed tomography lung cancer screening programs extrapolating from the national lung screening trial using comparative modeling;Edwards BK, Ward E, Kohler BA, Eheman C, Zauber AG, Anderson RN, Jemal A, Schymura MJ, Lansdorp-Vogelaar I, Seeff LC, van Ballegooijen M, Goede SL, Ries LA.;
Anton;lansdorpvogelaar2012.pdf;contribution of screening and survival differences to racial disparities in colorectal cancer rates;Zai, Adrian H., Kim, Seokjin, Kamis, Arnold, Hung, Ken, Ronquillo, Jeremiah G., Chueh, Henry C., Atlas, Steven J.;
Anton;neeser2007.pdf;cost-effectiveness analysis of a quality-controlled mammography screening program from the swiss statutory health-care perspective quantitative assessment of the most influential factors;Roso-Llorach, Albert  Forne, Caries  Macia, Francesc  Galceran, Jaume  Marcos-Gragera, Rafael  Rue, Montserrat;
Anton;ekwunife2017.pdf;cost-effectiveness of human papilloma virus hpv vaccination in nigeria a decision analysis using pragmatic parameter estimates for cost and programme coverage;Dolan JG, Boohaker E, Allison J, Imperiale TF.;
Anton;han2017 (1).pdf;evaluating the impact of varied compliance to lung cancer screening recommendations using a microsimulation model;Meza, Rafael  ten Haaf, Kevin  Kong, Chung Yin  Erdogan, Ayca  Black, William C.  Tammemagi, Martin C.  Choi, Sung Eun  Jeon, Jihyoun  Han, Summer S.  Munshi, Vidit  van Rosmalen, Joost  Pinsky, Paul  McMahon, Pamela M.  de Koning, Harry J.  Feuer, Eric J.  Hazelton, William D.  Plevritis, Sylvia K.;
Anton;mennini2009.pdf;health and economic impact associated with a quadrivalent hpv vaccine in italy;McMahon, Pamela M.  Meza, Rafael  Plevritis, Sylvia K.  Black, William C.  Tammemagi, C. Martin  Erdogan, Ayca  ten Haaf, Kevin  Hazelton, William  Holford, Theodore R.  Jeon, Jihyoun  Clarke, Lauren  Kong, Chung Yin  Choi, Sung Eun  Munshi, Vidit N.  Han, Summer S.  van Rosmalen, Joost  Pinsky, Paul F.  Moolgavkar, Suresh  de Koning, Harry J.  Feuer, Eric J.;
Anton;meester2017.pdf;Impact of Adenoma Detection on the Benefit of Faecal Testing versus Colonoscopy for Colorectal Cancer;Granados-Garcia V., Flores Y.N., Perez R., Rudolph S.E., Lazcano-Ponce E., Salmeron J.;
Anton;seigneurin2016.pdf;overdiagnosis and overtreatment associated with breast cancer mammography screening a simulation study with calibration to population-based data;Ahern CH, Shih YC, Dong W, Parmigiani G, Shen Y.;
Anton;seigneurin2015.pdf;overdiagnosis associated with breast cancer screening a simulation study to compare lead-time adjustment methods;Pataky, Reka  Ismail, Zahra  Coldman, Andrew J.  Elwood, Mark  Gelmon, Karen  Hedden, Lindsay  Hislop, Greg  Kan, Lisa  McCoy, Bonnie  Olivotto, Ivo A.  Peacock, Stuart;
Anton;lang2011.pdf;quality of life treatments and patients willingness to pay for a complete remission of cervical cancer in taiwan;Ouakrim, Driss A., Boussioutas, Alex, Lockett, Trevor, Hopper, John L., Jenkins, Mark A.;
Anton;jansen2013.pdf;quantifying lead-time bias in risk factor studies of cancer through simulation;Jit M, Brisson M, Portnoy A, Hutubessy R.;
Anton;campos2015.pdf;cervical cancer screening in low-resource settings a cost-effectiveness framework for valuing tradeoffs between test performance and program coverage;Zheng, L  Chan, AK;
Anton;levin2015.pdf;an extended cost-effectiveness analysis of publicly financed hpv vaccination to prevent cervical cancer in china;Goldie S.J., Kuntz K.M.;
Anton;sepp2015.pdf;age-related incidence of cervical cancer supports two aetiological components a population-based register study;Shen, Y  Parmigiani, G;
Anton;ruile2015.pdf;screening for breast cancer with breast-ct in a prohta simulation;Thiry N, De Laet C, Hulstaert F, Neyt M, Huybrechts M, Cleemput I.;
Anton;lansdorpvogelaar2015.pdf;state disparities in colorectal cancer rates contributions of risk factors screening and survival differences;Moore, Susan G.  Shenoy, Pareen J.  Fanucchi, Laura  Tumeh, John W.  Flowers, Christopher R.;
Anton;birnbaum2015.pdf;Projecting Benefits and Harms of Novel Cancer Screening Biomarkers: A Study of PCA3 and Prostate Cancer;Knudsen, Amy B.  Lansdorp-Vogelaar, Iris  Rutter, Carolyn M.  Savarino, James E.  van Ballegooijen, Marjolein  Kuntz, Karen M.  Zauber, Ann G.;
Anton;kolevakolarova2018.pdf;a modelling study to evaluate the costs and effects of lowering the starting age of population breast cancer screening;Guerrero AM, Genuino AJ, Santillan M, Praditsitthikorn N, Chantarastapornchit V, Teerawattananon Y, Alejandria M, Toral JA.;
Anton;mcleod2017.pdf;Colorectal cancer screening: How health gains and cost-effectiveness vary by ethnic group, the impact on health inequalities, and the optimal age-range to screen;Levin CE, Sharma M, Olson Z, Verguet S, Shi JF, Wang SM, Qiao YL, Jamison DT, Kim JJ.;
Anton;kafadar2005.pdf;computational methods in medical decision making to screen or not to screen;Khatibi M., Rasekh H.R.;
Anton;pataky2014 (1).pdf;cost-effectiveness of annual versus biennial screening mammography for women with high mammographic breast density;van Ravesteyn, Nicolien T.  Stout, Natasha K.  Schechter, Clyde B.  Heijnsdijk, Eveline A. M.  Alagoz, Oguzhan  Trentham-Dietz, Amy  Mandelblatt, Jeanne S.  de Koning, Harry J.;
Anton;10.1093@jnci@94.3.193.pdf;cost-effectiveness of cervical cancer screening comparison of screening policies;Sprague BL, Stout NK, Schechter C, van Ravesteyn NT, Cevik M, Alagoz O, Lee CI, van den Broek JJ, Miglioretti DL, Mandelblatt JS, de Koning HJ, Kerlikowske K, Lehman CD, Tosteson AN.;
Anton;10.2307@41995445.pdf;cost-effectiveness of high-risk human papillomavirus testing for cervical cancer screening in quebec canada;Cancer Prev Res (Phila).  Jun.():-. doi: ./-.CAPR--. Epub  Apr .;
Anton;rogoza2009.pdf;cost-effectiveness of prophylactic vaccination against human papillomavirus 1618 for the prevention of cervical cancer adaptation of an existing cohort model to the situation in the netherlands;Campos, Nicole G.  Castle, Philip E.  Wright, Thomas C., Jr.  Kim, Jane J.;
Anton;pickhardt2008.pdf;is there sufficient mdct capacity to provide colorectal cancer screening with ct colonography for the us population;Ko MJ, Kim J, Kim Y, Lee YJ, Hong SR, Lee JK.;
Anton;etzioni2002.pdf;overdiagnosis due to prostate-specific antigen screening lessons from us prostate cancer incidence trends;Gocgun Y, Banjevic D, Taghipour S, Montgomery N, Harvey BJ, Jardine AK, Miller AB.;
Anton;stoykova2008.pdf;putting national institute for health and clinical excellence guidance into practice a cost minimization model of a national roll-out of liquid based cytology in england;Sankatsing VD, Heijnsdijk EA, van Luijt PA, van Ravesteyn NT, Fracheboud J, de Koning HJ.;
Anton;myers2000.pdf;setting the target for a better cervical screening test characteristics of a cost-effective test for cervical neoplasia screening;Huh, Warner K.  Williams, Erin  Huang, Joice  Bramley, Tommy  Poulios, Nick;
Anton;luttjeboer2016.pdf;threshold cost-effectiveness analysis for a therapeutic vaccine against hpv-1618-positive cervical intraepithelial neoplasia in the netherlands;Med J Aust.  Feb .():-.;
Anton;silva2016.pdf;comparison of markov models used for the economic evaluation of colorectal cancer screening a systematic review;Borras, JM  Espinas, JA  Beemsterboer, PMM  Granados, A  de Koning, HJ;
Anton;ladabaum2016.pdf;Comparative Effectiveness and cost-effectiveness of a Multi-target Stool DNA Test to Screen for Colorectal Neoplasia;;
Anton;bertsimas2016.pdf;optimal healthcare decision making under multiple mathematical models application in prostate cancer screening;Sonnenberg, A, Delco, F;
Anton;smith2016.pdf;transitioning from cytology-based screening to hpv-based screening at longer intervals implications for resource use;Whynes, DK, Frew, EJ, Edwards, R, Atkin, WS;
Anton;carlsson2016.pdf;estimating the harms and benefits of prostate cancer screening as used in common practice versus recommended good practice a microsimulation screening analysis;Stone CA, Carter RC, Vos T, John JS.;
Anton;goldwasser2016.pdf;Estimation of the tumor size at cure threshold among aggressive non-small cell lung cancers (NSCLCs): Evidence from The Surveillance, Epidemiology, and End Results Program (SEER) and the National Lung Screening Trial (NLST).;Boer R, Plevritis S, Clarke L.;
Anton;liu2016.pdf;Effect of vaccination age on cost-effectiveness of human papillomavirus vaccination against cervical cancer in China;Ladabaum, U  Phillips, KA;
Anton;posso2016.pdf;cost-effectiveness of Double Reading versus Single Reading of Mammograms in a Breast Cancer Screening Programme;Roberts, Stephen, Wang, Lijun, Klein, Robert, Ness, Reid, Dittus, Robert;
Anton;felix2016.pdf;the clinical and economic benefits of co-testing versus primary hpv testing for cervical cancer screening a modeling analysis;de Gelder, Rianne  Bulliard, Jean-Luc  de Wolf, Chris  Fracheboud, Jacques  Draisma, Gerrit  Schopper, Doris  de Koning, Harry J.;
Anton;gogov2016.pdf;Methodological features of prostate cancer screening models ? A review of simulation models;Konno R, Sasagawa T, Fukuda T, Van Kriekinge G, Demarteau N.;
Anton;matthijsse2016.pdf;public health benefits of routine human papillomavirus vaccination for adults in the netherlands a mathematical modeling study;;
Anton;palma2015.pdf;a system dynamics model of serum prostate-specific antigen screening for prostate cancer;Akhavan-Tabatabaei R., Sanchez D.M., Yeung T.G.;
Anton;lansdorpvogelaar2009.pdf;at what costs will screening with ct colonography be competitive a cost-effectiveness approach;Palma, Anton  Lounsbury, David W.  Schlecht, Nicolas F.  Agalliu, Ilir;
Anton;saini2013.pdf;can the adenoma detection rate reliably identify low-performing endoscopists results of a modeling study;Seppa K., Pitkaniemi J., Malila N., Hakama M.;
Anton;landy2017.pdf;comparative effectiveness and cost-effectiveness of a multitarget stool dna test to screen for colorectal neoplasia;Lee CI,,, Lee JM,, Tosteson AN.;
Anton;munoz2018.pdf;estimating breast cancer survival by molecular subtype in the absence of screening and adjuvant treatment;Joseph, Djenaba A., Meester, Reinier G. S., Zauber, Ann G., Manninen, Diane L., Winges, Linda, Dong, Fred B., Peaker, Brandy, van Ballegooijen, Marjolein;
Anton;gray2017.pdf;evaluation of a stratified national breast screening program in the united kingdom an early model-based cost-effectiveness analysis;Gastroenterology.  Sep.():-.e. doi: ./j.gastro.... Epub  Jun .;
Anton;sasieni2009.pdf;how many cervical cancers are prevented by treatment of screen-detected disease in young women;Silva, N. S.;
Anton;pataky2014.pdf;is prostate cancer screening cost-effective a microsimulation model of prostate-specific antigen-based screening for british columbia canada;Cromwell I,, Gaudet M,, Peacock SJ,,, Aquino-Parsons C.;
Anton;demarteau2010.pdf;modelling the economic value of cross- and sustained-protection in vaccines against cervical cancer;Pil L, Fobelets M, Putman K, Trybou J, Annemans L.;
Anton;meester2015.pdf;public health impact of achieving 80 colorectal cancer screening rates in the united states by 2018;Nahvijou A, Daroudi R, Tahmasebi M, Amouzegar Hashemi F, Rezaei Hemami M, Akbari Sari A, Barati Marenani A, Zendehdel K.;
Anton;muhlberger2015.pdf;the oncotyrol prostate cancer outcome and policy model effect of prevalence assumptions on the benefit-harm balance of screening;Simms, Kate T.  Laprise, Jean-Francois  Smith, Megan A.  Lew, Jie-Bin  Caruana, Michael  Brisson, Marc  Canfell, Karen;
Anton;burger2014.pdf;the value of improving failures within a cervical cancer screening program an example from norway;Haghighat, Shahpar, Akbari, Mohammad Esmaeil, Yavari, Parvin, Javanbakht, Mehdi, Ghaffari, Shahram;
Anton;trenthamdietz2017.pdf;Comparative effectiveness of incorporating a hypothetical DCIS prognostic marker into breast cancer screening;Cancer.  Apr .():-. doi: ./cncr.. Epub  Feb .;
Anton;chiu2017.pdf;predicting the effectiveness of the finnish population-based colorectal cancer screening programme;van den Akker-van Marle, ME  van Ballegooijen, M  van Oortmarssen, GJ  Boer, R  Habbema, JDF;
Anton;andersson2017.pdf;assessment of lead-time bias in estimates of relative survival for breast cancer;Lejeune C, Arveux P, Dancourt V, Fagnani F, Bonithon-Kopp C, Faivre J.;
Anton;jacklyn2017.pdf;Impact of extending screening mammography to older women: information to support informed choices;Lejeune, C, Arveux, P, Dancourt, V, Bejean, S, Bonithon-Kopp, C, Faivre, J;
Anton;lew2017.pdf;Long-term evaluation of benefits, harms, and cost-effectiveness of the National Bowel Cancer Screening Program in Australia: a modelling study;Obradovic M, Mrhar A, Kos M.;
Anton;han2017.pdf;The impact of overdiagnosis on the selection of efficient lung cancer screening strategies;Lejeune C, Dancourt V, Arveux P, Bonithon-Kopp C, Faivre J.;
Anton;10.1109@42.932741.pdf;an artificial intelligent algorithm for tumor detection in screening mammogram;Maturitas.  Mar.:-. doi: ./j.maturitas.... Epub  Dec .;
