"not valid",J;Yamauchi, Hideko, Nakagawa, Chizuko, Kobayashi, Makoto, Kobayashi, Yusuke, Mano, Toshiki, Nakamura, Seigo, Arai, Masami;;;;;;;;Cost-effectiveness of surveillance and prevention strategies in BRCA1/2 mutation carriers;;;;;;;;BREAST CANCER;;;;25;2;;;141;150;;10.1007/s12282-017-0803-y;;;MAR 2018;2018;;;;;;;;;;0;;;;;;;WOS:000425549100003
"not valid",J;Trentham-Dietz, Amy, Ergun, Mehmet Ali, Alagoz, Oguzhan, Stout, Natasha K., Gangnon, Ronald E., Hampton, John M., Dittus, Kim, James, Ted A., Vacek, Pamela M., Herschorn, Sally D., Burnside, Elizabeth S., Tosteson, Anna N. A., Weaver, Donald L., Sprague, Brian L.;;;;;;;;Comparative effectiveness of incorporating a hypothetical DCIS prognostic marker into breast cancer screening;;;;;;;;BREAST CANCER RESEARCH AND TREATMENT;;;;168;1;;;229;239;;10.1007/s10549-017-4582-0;;;FEB 2018;2018;;;;;;;;;;0;;;;;;;WOS:000425747200023
"not valid",J;Peters, Michel L., de Meijer, Claudine, Wyndaele, Dirk, Noordzij, Walter, Leliveld-Kors, Annemarie M., van den Bosch, Joan, van den Berg, Pieter H., Baka, Agni, Gaultney, Jennifer G.;;;;;;;;Dutch Economic Value of Radium-223 in Metastatic Castration-Resistant Prostate Cancer;;;;;;;;APPLIED HEALTH ECONOMICS AND HEALTH POLICY;;;;16;1;;;133;143;;10.1007/s40258-017-0350-x;;;FEB 2018;2018;;;;;;Meeting of the Dutch-Society-of-Nuclear-Medicine;MAY 20, 2016;Dutch Soc Nucl Med;Eindhoven, NETHERLANDS;1;;;;;;;WOS:000424013800012
"valid",J;Kodaira Viscondi, Juliana Yukari, Faustino, Christine Grutzmann, Campolina, Alessandro Goncalves, Itria, Alexander, de Soarez, Patricia Coelho;;;;;;;;Simple but not simpler: a systematic review of Markov models for economic evaluation of cervical cancer screening;;;;;;;;CLINICS;;;;73;;;;;;UNSP e385;10.6061/clinics/2018/e385;;;2018;2018;;;;;;;;;;0;;;;;;;WOS:000438382700001
"valid",J;Castanon, Alejandra, Landy, Rebecca, Pesola, Francesca, Windridge, Peter, Sasieni, Peter;;;;;;;;Prediction of cervical cancer incidence in England, UK, up to 2040, under four scenarios: a modelling study;;;;;;;;LANCET PUBLIC HEALTH;;;;3;1;;;E34;E43;;10.1016/S2468-2667(17)30222-0;;;JAN 2018;2018;;;;;;;;;;1;;;;;;;WOS:000425591600013
"not valid",J;Pandya, Ankur, Sy, Stephen, Cho, Sylvia, Alam, Sartaj, Weinstein, Milton C., Gaziano, Thomas A.;;;;;;;;Validation of a Cardiovascular Disease Policy Microsimulation Model Using Both Survival and Receiver Operating Characteristic Curves;;;;;;;;MEDICAL DECISION MAKING;;;;37;7;;;802;814;;10.1177/0272989X17706081;;;OCT 2017;2017;;;;;;;;;;0;;;;;;;WOS:000408792900007
"valid",J;Coldman, Andrew, Flanagan, William, Nadeau, Claude, Wolfson, Michael, Fitzgerald, Natalie, Memon, Saima, Gauvreau, Cindy, Miller, Anthony, Earle, Craig;;;;;;;;Projected effect of fecal immunochemical test threshold for colorectal cancer screening on outcomes and costs for Canada using the OncoSim microsimulation model;;;;;;;;JOURNAL OF CANCER POLICY;;;;13;;;;38;46;;10.1016/j.jcpo.2017.07.004;;;SEP 2017;2017;;;;;;;;;;1;;;;;;;WOS:000423944800008
"valid",J;Zimmermann, Marita R., Vodicka, Elisabeth, Babigumira, Joseph B., Okech, Timothy, Mugo, Nelly, Sakr, Samah, Garrison, Louis P., Chung, Michael H.;;;;;;;;Cost-effectiveness of cervical cancer screening and preventative cryotherapy at an HIV treatment clinic in Kenya;;;;;;;;COST EFFECTIVENESS AND RESOURCE ALLOCATION;;;;15;;;;;;13;10.1186/s12962-017-0075-6;;;JUL 14 2017;2017;;;;;;;;;;2;;;;;;;WOS:000405681200001
"not valid",J;Grazzini, Grazia, Ventura, Leonardo, Rubeca, Tiziana, Rapi, Stefano, Cellai, Filippo, Di Dia, Pietro P., Mallardi, Beatrice, Mantellini, Paola, Zappa, Marco, Castiglione, Guido;;;;;;;;Impact of a new sampling buffer on faecal haemoglobin stability in a colorectal cancer screening programme by the faecal immunochemical test;;;;;;;;EUROPEAN JOURNAL OF CANCER PREVENTION;;;;26;4;;;285;291;;10.1097/CEJ.0000000000000257;;;JUL 2017;2017;;;;;;;;;;0;;;;;;;WOS:000403573800003
"valid",J;Prakash, Meher K., Lang, Brian, Heinrich, Henriette, Valli, Piero V., Bauerfeind, Peter, Sonnenberg, Amnon, Beerenwinkel, Niko, Misselwitz, Benjamin;;;;;;;;CMOST: an open-source framework for the microsimulation of colorectal cancer screening strategies;;;;;;;;BMC MEDICAL INFORMATICS AND DECISION MAKING;;;;17;;;;;;80;10.1186/s12911-017-0458-9;;;JUN 5 2017;2017;;;;;;;;;;0;;;;;;;WOS:000403874800001
"valid",J;Saito, Shota, Kameyama, Hitoshi, Muneoka, Yusuke, Okuda, Shujiro, Wakai, Toshifumi, Akazawa, Kouhei;;;;;;;;Cost-effectiveness analysis of the use of comprehensive molecular profiling before initiating monoclonal antibody therapy against metastatic colorectal cancer in Japan;;;;;;;;JOURNAL OF CANCER POLICY;;;;12;;;;61;66;;10.1016/j.jcpo.2017.03.008;;;JUN 2017;2017;;;;;;;;;;1;;;;;;;WOS:000411489900011
"not valid",J;Kim, Bumyang, Lairson, David R., Chung, Tong Han, Kim, Junghyun, Shokar, Navkiran K.;;;;;;;;Budget Impact Analysis of Against Colorectal Cancer In Our Neighborhoods (ACCION): A Successful Community-Based Colorectal Cancer Screening Program for a Medically Underserved Minority Population;;;;;;;;VALUE IN HEALTH;;;;20;6;;;809;818;;10.1016/j.jval.2016.11.025;;;JUN 2017;2017;;;;;;;;;;0;;;;;;;WOS:000405448900011
"not valid",J;Havrilesky, Laura J., Moss, Haley A., Chino, Junzo, Myers, Evan R., Kauff, Noah D.;;;;;;;;Mortality reduction and cost-effectiveness of performing hysterectomy at the time of risk-reducing salpingo-oophorectomy for prophylaxis against serous/serous-like uterine cancers in BRCA1 mutation carriers;;;;;;;;GYNECOLOGIC ONCOLOGY;;;;145;3;;;549;554;;10.1016/j.ygyno.2017.03.025;;;JUN 2017;2017;;;;;;;;;;2;;;;;;;WOS:000403977500022
"valid",J;Taksler, Glen B., Perzynski, Adam T., Kattan, Michael W.;;;;;;;;Modeling Individual Patient Preferences for Colorectal Cancer Screening Based on Their Tolerance for Complications Risk;;;;;;;;MEDICAL DECISION MAKING;;;;37;3;;;204;215;;10.1177/0272989X16679161;;;APR 2017;2017;;;;;;;;;;0;;;;;;;WOS:000403054900003
"valid",J;Subramanian, Sujha, Bobashev, Georgiy, Morris, Robert J., Hoover, Sonja;;;;;;;;Personalized medicine for prevention: can risk stratified screening decrease colorectal cancer mortality at an acceptable cost?;;;;;;;;CANCER CAUSES & CONTROL;;;;28;4;;;299;308;;10.1007/s10552-017-0864-4;;;APR 2017;2017;;;;;;;;;;0;;;;;;;WOS:000398480200004
"not valid",J;Hozo, Iztok, Tsalatsanis, Athanasios, Djulbegovic, Benjamin;;;;;;;;Monte Carlo decision curve analysis using aggregate data;;;;;;;;EUROPEAN JOURNAL OF CLINICAL INVESTIGATION;;;;47;2;;;176;183;;10.1111/eci.12723;;;FEB 2017;2017;;;;;;;;;;0;;;;;;;WOS:000393880500008
"not valid",J;Rigamonti, Fabio, Montecucco, Fabrizio, Liberale, Luca;;;;;;;;Advanced refractory heart failure: conservative or interventional approach?;;;;;;;;EUROPEAN JOURNAL OF CLINICAL INVESTIGATION;;;;47;2;;;193;194;;10.1111/eci.12712;;;FEB 2017;2017;;;;;;;;;;0;;;;;;;WOS:000393880500010
"not valid",J;Rice, Lynsey, Goldsmith, Christy, Green, Melanie M. L., Cleator, Susan, Price, Patricia M.;;;;;;;;An effective deep-inspiration breath-hold radiotherapy technique for left-breast cancer: impact of post-mastectomy treatment, nodal coverage, and dose schedule on organs at risk;;;;;;;;BREAST CANCER-TARGETS AND THERAPY;;;;9;;;;437;446;;10.2147/BCTT.S130090;;;2017;2017;;;;;;;;;;5;;;;;;;WOS:000404114200002
"not valid",J;Maciosek, Michael V., LaFrance, Amy B., Dehmer, Steven P., McGree, Dana A., Flottemesch, Thomas J., Xu, Zack, Solberg, Leif I.;;;;;;;;Updated Priorities Among Effective Clinical Preventive Services;;;;;;;;ANNALS OF FAMILY MEDICINE;;;;15;1;;;14;22;;10.1370/afm.2017;;;JAN-FEB 2017;2017;;;;;;;;;;19;;;;;;;WOS:000392301700006
"not valid",J;Dehmer, Steven P., Maciosek, Michael V., LaFrance, Amy B., Flottemesch, Thomas J.;;;;;;;;Health Benefits and Cost-Effectiveness of Asymptomatic Screening for Hypertension and High Cholesterol and Aspirin Counseling for Primary Prevention;;;;;;;;ANNALS OF FAMILY MEDICINE;;;;15;1;;;23;36;;10.1370/afm.2015;;;JAN-FEB 2017;2017;;;;;;;;;;4;;;;;;;WOS:000392301700007
"not valid",J;Cassidy, R. J., Yang, X., Liu, T., Thomas, M., Nour, S. G., Jani, A. B.;;;;;;;;Neurovascular bundle-sparing radiotherapy for prostate cancer using MRI-CT registration: A dosimetric feasibility study;;;;;;;;Medical Dosimetry;;;;41;4;;;339;343;;10.1016/j.meddos.2016.08.003;;;WIN 2016;2016;;;;;;;;;;2;;;;;;;WOS:000389011500014
"not valid",J;Jeanmaire, Thomas, Clinard, Francois, Binquet, Christine, Catelinois, Olivier, Collignan, Bernard, Tillier, Claude, Lejeune, Catherine;;;;;;;;Cost effectiveness analysis of radon prevention programmes in Franche-Comte;;;;;;;;ENVIRONNEMENT RISQUES & SANTE;;;;15;5;;;410;418;;10.1684/ers.2016.0898;;;SEP-OCT 2016;2016;;;;;;;;;;0;;;;;;;WOS:000408742800002
"valid",J;Brenner, Hermann, Kretschmann, Jens, Stock, Christian, Hoffmeister, Michael;;;;;;;;Expected long-term impact of screening endoscopy on colorectal cancer incidence: a modelling study;;;;;;;;ONCOTARGET;;;;7;30;;;48168;48179;;10.18632/oncotarget.10178;;;JUL 26 2016;2016;;;;;;;;;;2;;;;;;;WOS:000385413000105
"valid",J;Zhou, Jing, Zhao, Rongce, Wen, Feng, Zhang, Pengfei, Tang, Ruilei, Chen, Hongdou, Zhang, Jian, Li, Qiu;;;;;;;;Economic evaluation study (CHEER-compliant) Cost-effectiveness analysis of RAS screening for treatment of metastatic colorectal cancer based on the CALGB 80405 trial;;;;;;;;MEDICINE;;;;95;27;;;;;e3762;10.1097/MD.0000000000003762;;;JUL 2016;2016;;;;;;;;;;3;;;;;;;WOS:000380372400005
"not valid",J;Rutter, Carolyn M., Knudsen, Amy B., Marsh, Tracey L., Doria-Rose, V. Paul, Johnson, Eric, Pabiniak, Chester, Kuntz, Karen M., van Ballegooijen, Marjolein, Zauber, Ann G., Lansdorp-Vogelaar, Iris;;;;;;;;Validation of Models Used to Inform Colorectal Cancer Screening Guidelines: Accuracy and Implications;;;;;;;;MEDICAL DECISION MAKING;;;;36;5;;;604;614;;10.1177/0272989X15622642;;;JUL 2016;2016;;;;;;;;;;15;;;;;;;WOS:000377144900005
"valid",J;Price, Stuart, Golden, Bruce, Wasil, Edward, Denton, Brian T.;;;;;;;;Operations research models and methods in the screening, detection, and treatment of prostate cancer: A categorized, annotated review;;;;;;;;OPERATIONS RESEARCH FOR HEALTH CARE;;;;8;;;;9;21;;10.1016/j.orhc.2015.09.005;;;MAR 2016;2016;;;;;;;;;;0;;;;;;;WOS:000382002200002
"valid",J;Wong, Martin C. S., Ching, Jessica Y. L., Chan, Victor C. W., Lam, Thomas Y. T., Luk, Arthur K. C., Wong, Sunny H., Ng, Siew C., Ng, Simon S. M., Wu, Justin C. Y., Chan, Francis K. L., Sung, Joseph J. Y.;;;;;;;;Colorectal Cancer Screening Based on Age and Gender A Cost-Effectiveness Analysis;;;;;;;;MEDICINE;;;;95;10;;;;;e2739;10.1097/MD.0000000000002739;;;MAR 2016;2016;;;;;;;;;;5;;;;;;;WOS:000375209300018
"not valid",J;O'Mahony, James F., Newall, Anthony T., van Rosmalen, Joost;;;;;;;;Dealing with Time in Health Economic Evaluation: Methodological Issues and Recommendations for Practice;;;;;;;;PHARMACOECONOMICS;;;;33;12;;;1255;1268;;10.1007/s40273-015-0309-4;;;DEC 2015;2015;;;;;;;;;;7;;;;;;;WOS:000365717000003
"not valid",J;Wright, Jason D., Cui, Rosa R., Wang, Anqi, Chen, Ling, Tergas, Ana I., Burke, William M., Ananth, Cande V., Hou, June Y., Neugut, Alfred I., Temkin, Sarah M., Wang, Y. Claire, Hershman, Dawn L.;;;;;;;;Economic and Survival Implications of Use of Electric Power Morcellation for Hysterectomy for Presumed Benign Gynecologic Disease;;;;;;;;JNCI-JOURNAL OF THE NATIONAL CANCER INSTITUTE;;;;107;11;;;;;djv251;10.1093/jnci/djv251;;;NOV 2015;2015;;;;;;;;;;3;;;;;;;WOS:000366972300026
"valid",J;Wen, Feng, Yang, Yu, Zhang, Pengfei, Zhang, Jian, Zhou, Jing, Tang, Ruilei, Chen, Hongdou, Zheng, Hanrui, Fu, Ping, Li, Qiu;;;;;;;;Cost-effectiveness of RAS screening before monoclonal antibodies therapy in metastatic colorectal cancer based on FIRE3 Study;;;;;;;;CANCER BIOLOGY & THERAPY;;;;16;11;;;1577;1584;;10.1080/15384047.2015.1095398;;;NOV 2015;2015;;;;;;;;;;4;;;;;;;WOS:000365762100002
"not valid",J;Freeman, Karoline, Connock, Martin, Cummins, Ewen, Gurung, Tara, Taylor-Phillips, Sian, Court, Rachel, Saunders, Mark, Clarke, Aileen, Sutcliffe, Paul;;;;;;;;Fluorouracil plasma monitoring: systematic review and economic evaluation of the My5-FU assay for guiding dose adjustment in patients receiving fluorouracil chemotherapy by continuous infusion;;;;;;;;HEALTH TECHNOLOGY ASSESSMENT;;;;19;91;;;I;321;;10.3310/hta19910;;;NOV 2015;2015;;;;;;;;;;5;;;;;;;WOS:000364579400001
"not valid",J;Gillespie, Erin F., Atwood, Todd F., Sandhu, Ajay P.;;;;;;;;Lung stereotactic body radiotherapy (SBRT): a single institution's outcomes and methodology in the context of a literature review;;;;;;;;TRANSLATIONAL CANCER RESEARCH;;;;4;4;;;372;380;;10.3978/j.issn.2218-676X.2015.08.07;;;AUG 2015;2015;;;;;;;;;;4;;;;;;;WOS:000370617700008
"valid",J;Goede, Simon L., Kuntz, Karen M., van Ballegooijen, Marjolein, Knudsen, Amy B., Lansdorp-Vogelaar, Iris, Tangka, Florence K., Howard, David H., Chin, Joseph, Zauber, Ann G., Seeff, Laura C.;;;;;;;;Cost-Savings to Medicare From Pre-Medicare Colorectal Cancer Screening;;;;;;;;MEDICAL CARE;;;;53;7;;;630;638;;10.1097/MLR.0000000000000380;;;JUL 2015;2015;;;;;;;;;;2;;;;;;;WOS:000356937400010
"valid",J;Brenner, Hermann, Altenhofen, Lutz, Stock, Christian, Hoffmeister, Michael;;;;;;;;Expected long-term impact of the German screening colonoscopy programme on colorectal cancer prevention: Analyses based on 4,407,971 screening colonoscopies;;;;;;;;EUROPEAN JOURNAL OF CANCER;;;;51;10;;;1346;1353;;10.1016/j.ejca.2015.03.020;;;JUL 2015;2015;;;;;;;;;;10;;;;;;;WOS:000355332000016
"not valid",J;Geurts, S. M. E., Massat, N. J., Duffy, S. W.;;;;;;;;Likely effect of adding flexible sigmoidoscopy to the English NHS Bowel Cancer Screening Programme: impact on colorectal cancer cases and deaths;;;;;;;;BRITISH JOURNAL OF CANCER;;;;113;1;;;142;149;;10.1038/bjc.2015.76;;;JUN 30 2015;2015;;;;;;;;;;11;;;;;;;WOS:000357188500021
"valid",J;Miller, Anthony B., Gribble, Steve, Nadeau, Claude, Asakawa, Keiko, Flanagan, William M., Wolfson, Michael, Coldman, Andrew, Evans, William K., Fitzgerald, Natalie, Lockwood, Gina, Popadiuk, Cathy;;;;;;;;Evaluation of the natural history of cancer of the cervix, implications for prevention. The Cancer Risk Management Model (CRMM) - Human papillomavirus and cervical components;;;;;;;;JOURNAL OF CANCER POLICY;;;;4;;;;1;6;;10.1016/j.jcpo.2015.05.001;;;JUN 2015;2015;;;;;;;;;;3;;;;;;;WOS:000422230300001
"valid",J;Meester, Reinier G. S., Doubeni, Chyke A., Lansdorp-Vogelaar, Iris, Goede, S. Lucas, Levin, Theodore R., Quinn, Virginia P., van Ballegooijen, Marjolein, Corley, Douglas A., Zauber, Ann G.;;;;;;;;Colorectal cancer deaths attributable to nonuse of screening in the United States;;;;;;;;ANNALS OF EPIDEMIOLOGY;;;;25;3;;;208;213;;10.1016/j.annepidem.2014.11.011;;;MAR 2015;2015;;;;;;;;;;22;;;;;;;WOS:000350782000011
"valid",J;Joranger, Paal, Nesbakken, Arild, Hoff, Geir, Sorbye, Halfdan, Oshaug, Arne, Aas, Eline;;;;;;;;Modeling and Validating the Cost and Clinical Pathway of Colorectal Cancer;;;;;;;;MEDICAL DECISION MAKING;;;;35;2;;;255;265;;10.1177/0272989X14544749;;;FEB 2015;2015;;;;;;;;;;2;;;;;;;WOS:000348054300014
"valid",J;Connelly, Luke B., Le, Ha N. D.;;;;;;;;Cost-effectiveness of a bivalent human papillomavirus vaccination program in Japan;;;;;;;;SEXUAL HEALTH;;;;12;6;;;520;531;;10.1071/SH14241;;;2015;2015;;;;;;;;;;1;;;;;;;WOS:000371778100009
"not valid",J;White, Ian, Buchberg, Brian, Tsikitis, V. Liana, Herzig, Daniel O., Vetto, John T., Lu, Kim C.;;;;;;;;A Virtual Reality Endoscopic Simulator Augments General Surgery Resident Cancer Education as Measured by Performance Improvement;;;;;;;;JOURNAL OF CANCER EDUCATION;;;;29;2;;;333;336;;10.1007/s13187-014-0610-5;;;JUN 2014;2014;;;;;;;;;;2;;;;;;;WOS:000336390600022
"not valid",J;Shimizu, T., Sonoda, H., Murata, S., Takebayashi, K., Ohta, H., Miyake, T., Mekata, E., Shiomi, H., Naka, S., Tani, T.;;;;;;;;Hyperthermic intraperitoneal chemotherapy using a combination of mitomycin C,5-fluorouracil, and oxaliplatin in patients at high risk of colorectal peritoneal metastasis: A Phase I clinical study;;;;;;;;EJSO;;;;40;5;;;521;528;;10.1016/j.ejso.2013.12.005;;;MAY 2014;2014;;;;;;;;;;8;;;;;;;WOS:000335112600006
"valid",J;Ouakrim, Driss A., Boussioutas, Alex, Lockett, Trevor, Hopper, John L., Jenkins, Mark A.;;;;;;;;Cost-effectiveness of family history-based colorectal cancer screening in Australia;;;;;;;;BMC CANCER;;;;14;;;;;;261;10.1186/1471-2407-14-261;;;APR 16 2014;2014;;;;;;;;;;10;;;;;;;WOS:000335258100001
"valid",J;Kivuti-Bitok, Lucy W., McDonnell, Geoff, Abdul, Roudsari, Pokhariyal, Ganesh P.;;;;;;;;System dynamics model of cervical cancer vaccination and screening interventions in Kenya;;;;;;;;COST EFFECTIVENESS AND RESOURCE ALLOCATION;;;;12;;;;;;26;10.1186/1478-7547-12-26;;;2014;2014;;;;;;;;;;1;;;;;;;WOS:000209840600026
"not valid",J;Sperrin, Matthew, Bardwell, Lawrence, Sergeant, Jamie C., Astley, Susan, Buchan, Iain;;;;;;;;Correcting for rater bias in scores on a continuous scale, with application to breast density;;;;;;;;STATISTICS IN MEDICINE;;;;32;26;;;4666;4678;;10.1002/sim.5848;;;NOV 20 2013;2013;;;;;;;;;;5;;;;;;;WOS:000325477300013
"valid",J;Mandelblatt, Jeanne, van Ravesteyn, Nicolien, Schechter, Clyde, Chang, Yaojen, Huang, An-Tsun, Near, Aimee M., de Koning, Harry, Jemal, Ahmedin;;;;;;;;Which strategies reduce breast cancer mortality most?;;;;;;;;CANCER;;;;119;14;;;2541;2548;;10.1002/cncr.28087;;;JUL 15 2013;2013;;;;;;;;;;15;;;;;;;WOS:000325864500007
"valid",J;Hosking, Michael, Roberts, Stephen, Uzsoy, Reha, Joseph, Talisa M.;;;;;;;;Investigating interventions for increasing colorectal cancer screening: Insights from a simulation model;;;;;;;;SOCIO-ECONOMIC PLANNING SCIENCES;;;;47;2;;;142;155;;10.1016/j.seps.2012.10.001;;;JUN 2013;2013;;;;;;;;;;1;;;;;;;WOS:000209535200006
"not valid",J;Jacobs, Volker R., Kates, Ronald E., Kantelhardt, Eva, Vetter, Martina, Wuerstlein, Rachel, Fischer, Thorsten, Schmitt, Manfred, Jaenicke, Fritz, Untch, Michael, Thomssen, Christoph, Harbeck, Nadia;;;;;;;;Health economic impact of risk group selection according to ASCO-recommended biomarkers uPA/PAI-1 in node-negative primary breast cancer;;;;;;;;BREAST CANCER RESEARCH AND TREATMENT;;;;138;3;;;839;850;;10.1007/s10549-013-2496-z;;;APR 2013;2013;;;;;;;;;;13;;;;;;;WOS:000317977300018
