"not valid",NHS breast screening programme. Modelling is suspect, and results lack confidence intervals.;;;;10075474;Letter,Comment,Breast Neoplasms/prevention & control*,Cost of Illness,Cost-Benefit Analysis,Female,Humans,Mass Screening/organization & administration*,Patient Simulation,State Medicine/economics,United Kingdom;Primary Prevention, Early Detection of Cancer, Breast Neoplasms;;model valid;0.268
"not valid",NHS breast screening programme. Growth rate is more important than size.;;;;10075472;Letter,Comment,Breast Neoplasms/prevention & control*,Cost-Benefit Analysis,Female,Humans,Mass Screening/economics*,Models, Economic,State Medicine/economics,Survival Rate,United Kingdom;Primary Prevention, Early Detection of Cancer, Breast Neoplasms;;model valid;0.296
"one",Evaluating the age to begin periodic breast cancer screening using data from a few regularly scheduled screenings.;Abstract To evaluate various ages to begin periodic breast cancer screening, we propose a method of analysis that can be applied to either a nonrandomized or a randomized study involving only a few screenings at regular intervals. For the analysis of data from a nonrandomized study, we assume (i) once breast cancer can be detected on screening and confirmed by biopsy, it will stay that way. (ii) given age, the probability of breast cancer detection does not depend on year of birth. and (iii) subjects who refuse screening have the same rates of breast cancer mortality following diagnosis as screened subjects had they not received screening. The key idea is that older screened subjects are controls for younger screened subjects. For the analysis of data from a randomized study, we relax assumption (iii). Based on the HIP randomized trial and assumptions (i) and (ii), we estimate that starting periodic breast cancer screening with mammography and physical examination at age 40 instead of age 50 reduces breast cancer mortality by 14 per 10,000 with a 95% confidence interval of (-4/10,000, 32/10,000). This must be weighted against an estimated increase in the number of biopsies that do not detect cancer of 580 per 10,000 with a 95% confidence interval of (520/10,000, 650/10,000).;Biometrics. 1998 Dec.54(4):1569-78.;Baker SG1.;9883553;Adult,Age Factors,Biometry/methods*,Breast Neoplasms/diagnosis*,Breast Neoplasms/epidemiology*,Breast Neoplasms/mortality,Female,Humans,Mass Screening/methods,Mass Screening/statistics & numerical data*,Middle Aged,Models, Statistical,Random Allocation;Primary Prevention, Early Detection of Cancer, Breast Neoplasms;;model valid;0.224
"one",Evaluation by Markov chain models of a non-randomised breast cancer screening programme in women aged under 50 years in Sweden.;Abstract STUDY OBJECTIVE: To apply Markov chain models that have previously been used on data in randomised trials of breast cancer screening to data from an uncontrolled service screening programme. to compare results with those from a randomised trial. DESIGN: A service screening programme in Uppsala county, Sweden, inviting 25,660 women aged 39-49 to mammographic screening every 20 months, and the Swedish Two-County Trial inviting 19,844 women aged 40-49 to two yearly screening, compared with 15,604 women of the same age in an unscreened control group. Data were analysed using Markov chain models and quasi-likelihood estimation procedures. MAIN RESULTS: The results with respect to parameters of disease progression were very similar between the two studies. Use of estimated progression rates to predict the effect on mortality ranged from a 10% to a 17% reduction in breast cancer mortality in the Two-County Study and predicted a 15% reduction in the Uppsala programme. These compare well with the observed mortality reduction of 13% in the Two-County Trial. CONCLUSIONS: The screening in the Uppsala programme is likely to have a similar effect to that observed in the Two-County Trial. It is feasible to evaluate non-randomised service screening programmes using Markov chain models.;J Epidemiol Community Health. 1998 May.52(5):329-35.;Chen HH1, Thurfjell E, Duffy SW, Tabar L.;9764285;Research Support, Non-U.S. Gov't,Adult,Age Factors,Breast Neoplasms/diagnosis*,Breast Neoplasms/mortality,Breast Neoplasms/pathology,Breast Neoplasms/prevention & control,Disease Progression,Evaluation Studies as Topic,Female,Humans,Mammography/utilization*,Markov Chains*,Mass Screening/standards*,Middle Aged,Sweden/epidemiology,Time Factors;Primary Prevention, Early Detection of Cancer, Breast Neoplasms;;model valid;0.412
"one",Cost effectiveness of shortening screening interval or extending age range of NHS breast screening programme: computer simulation study.;Abstract OBJECTIVE: To compare the cost effectiveness of two possible modifications to the current UK screening programme: shortening the screening interval from three to two years and extending the age of invitation to a final screen from 64 to 69. DESIGN: Computer simulation model which first simulates life histories for women in the absence of a screening programme for breast cancer and then assesses how these life histories would be changed by introducing different screening policies. The model was informed by screening and cost data from the NHS breast screening programme. SETTING: North West region of England. MAIN OUTCOME MEASURES: Numbers of deaths prevented, life years gained, and costs. RESULTS: Compared with the current breast screening programme both modifications would increase the number of deaths prevented and the number of life years saved. The current screening policy costs 2522 pounds per life year gained. extending the age range of the programme would cost 2612 pounds and shortening the interval 2709 pounds per life year gained. The marginal cost per life year gained of extending the age range of the screening programme is 2990 pounds and of shortening the screening interval is 3545 pounds. CONCLUSIONS: If the budget for the NHS breast screening programme were to allow for two more invitations per woman, substantial mortality reductions would follow from extending the age range screened or reducing the screening interval. The difference between the two policies is so small that either could be chosen.;BMJ. 1998 Aug 8.317(7155):376-9.;Boer R1, de Koning H, Threlfall A, Warmerdam P, Street A, Friedman E, Woodman C.;9694752;Research Support, Non-U.S. Gov't,Age Factors,Aged,Breast Neoplasms/economics*,Breast Neoplasms/prevention & control,Computer Simulation,Cost of Illness,Cost-Benefit Analysis,England,Female,Health Policy/economics,Humans,Life Expectancy,Mass Screening/economics*,Middle Aged,State Medicine/economics,Time Factors,Value of Life;Primary Prevention, Early Detection of Cancer, Breast Neoplasms;;model valid;0.708
"one",Faecal occult blood screening for colorectal cancer: is it cost-effective?;Abstract Recently published evidence from two large-scale clinical trials conducted in England and in Denmark suggests that faecal occult blood screening for colorectal cancer significantly reduces mortality. However, before screening can be advocated as part of national health policy, its cost-effectiveness must be demonstrated. The English screening trial has been the subject of a detailed economic evaluation over the past 10 years In this paper, cost-effectiveness estimates of screening are presented, based on cost and outcome data combined in a mathematical model developed from the trial's clinical findings The estimates of cost per quality-adjusted life-year gained from colorectal cancer screening show the procedure to be of similar cost-effectiveness to breast cancer screening in the short term. Over the longer term, however, the estimates for colorectal cancer screening appear superior.;Health Econ. 1998 Feb.7(1):21-9.;Whynes DK1, Neilson AR, Walker AR, Hardcastle JD.;9541081;Research Support, Non-U.S. Gov't,Aged,Colorectal Neoplasms/prevention & control*,Computer Simulation,Cost-Benefit Analysis,England,Female,Humans,Male,Mass Screening/economics*,Middle Aged,Models, Econometric,Occult Blood*,Quality-Adjusted Life Years,Survival Rate; Early Detection of Cancer, Colorectal Neoplasms,Primary Prevention, Breast Neoplasms;;model valid;0.628
"one",Breast cancer screening in Navarra: interpretation of a high detection rate at the first screening round and a low rate at the second round.;Abstract Our objective was to evaluate the on-going European pilot project for breast cancer screening in Navarra, Spain, and to predict the effects and costs of the programme in the long run. Observed results in Navarra, consisting of more than 100,000 screens, were compared with expected results. A microsimulation screening analysis model was used that included demographical, epidemiological and screening characteristics of Navarra. Alternative assumptions on epidemiological and screening characteristics were also addressed. The observed detection rate (5.9 per 1,000 screened women) in the first round was 18% higher than expected. the observed rate in the subsequent round (2.9) was 17% lower than expected. Longer pre-clinical durations, lower sensitivity or the existence of a high-risk group in Navarra could not satisfactorily explain the first and second round results together. Nevertheless, the programme will have an important health benefit for the women involved, due to an important trend in incidence in recent years and the relatively unfavourable clinical stage distribution in Navarra. The proportion T2+ cancers that will be prevented after 10 years of screening amounts to 36%. The annual mortality reduction in steady state is expected to range between 17% (if the observed rates in the second round indicate real screening performance) to 23% (if the first round indicates real performance). Our results demonstrate that a high detection rate in the first round is insufficient to evaluate the quality of a programme. Interval cancer rates, results of the subsequent round and size distributions are also crucial indicators of the quality of the screening programme and should be analysed in their specific context.;Int J Cancer. 1997 Nov 14.73(4):464-9.;van den Akker-van Marle ME1, Reep-van den Bergh CM, Boer R, Del Moral A, Ascunce N, de Koning HJ.;9389557;Age Distribution,Aged,Breast Neoplasms/epidemiology*,Breast Neoplasms/pathology,Breast Neoplasms/prevention & control,Cost-Benefit Analysis,Female,Humans,Middle Aged,Neoplasm Staging,Pilot Projects,Prevalence,Program Evaluation,Spain/epidemiology;Primary Prevention, Early Detection of Cancer, Breast Neoplasms;;model valid;0.488
"one",Quantitative estimates of the impact of sensitivity and specificity in mammographic screening in Germany.;"Abstract STUDY OBJECTIVE: To estimate quantitatively the impact of the quality of mammographic screening (in terms of sensitivity and specificity) on the effects and costs of nationwide breast cancer screening. DESIGN: Three plausible ""quality"" scenarios for a biennial breast cancer screening programme for women aged 50-69 in Germany were analysed in terms of costs and effects using the Microsimulation Screening Analysis model on breast cancer screening and the natural history of breast cancer. Firstly, sensitivity and specificity in the expected situation (or ""baseline"" scenario) were estimated from a model based analysis of empirical data from 35,000 screening examinations in two German pilot projects. In the second ""high quality"" scenario, these properties were based on the more favourable diagnostic results from breast cancer screening projects and the nationwide programme in The Netherlands. Thirdly, a worst case, ""low quality"" hypothetical scenario with a 25% lower sensitivity than that experienced in The Netherlands was analysed. SETTING: The epidemiological and social situation in Germany in relation to mass screening for breast cancer. RESULTS: In the ""baseline"" scenario, an 11% reduction in breast cancer mortality was expected in the total German female population, ie 2100 breast cancer deaths would be prevented per year. It was estimated that the ""high quality"" scenario, based on Dutch experience, would lead to the prevention of an additional 200 deaths per year and would also cut the number of false positive biopsy results by half. The cost per life year gained varied from Deutsche mark (DM) 15,000 on the ""high quality"" scenario to DM 21,000 in the ""low quality"" setting. CONCLUSIONS: Up to 20% of the total costs of a screening programme can be spent on quality improvement in order to achieve a substantially higher reduction in mortality and reduce undesirable side effects while retaining the same cost effectiveness ratio as that estimated from the German data.";J Epidemiol Community Health. 1997 Apr.51(2):180-6.;Warmerdam PG1, de Koning HJ, Boer R, Beemsterboer PM, Dierks ML, Swart E, Robra BP.;9196649;Research Support, Non-U.S. Gov't,Adult,Aged,Aged, 80 and over,Breast Neoplasms/diagnosis,Breast Neoplasms/epidemiology,Breast Neoplasms/prevention & control*,Breast Neoplasms/surgery,Cost-Benefit Analysis,Female,Germany/epidemiology,Humans,Incidence,Mammography/economics,Mammography/standards*,Mass Screening/economics,Mass Screening/standards*,Middle Aged,Quality Assurance, Health Care/economics,Sensitivity and Specificity; Early Detection of Cancer, Combined Modality Therapy, Breast Neoplasms,Primary Prevention,Early Detection of Cancer;;model valid;0.7
"not valid",Estimating lead time and sensitivity in a screening program without estimating the incidence in the screened group.;Abstract Early indicators of the effectiveness of a screening test for chronic diseases such as breast cancer are the length of time the diagnosis is advanced by screening, the lead time, and the sensitivity of the screening test. This paper describes a model for simultaneously estimating the mean lead time and the sensitivity when only the number of cancers detected at the successive screenings and the number of cancers occurring in the time interval between the screening examinations are known. This model is particularly useful in assessing the effect of screening when the underlying cancer incidence in the screened group is unknown. The model is fitted to the data of 235 screen-detected breast cancer cases and 146 interval cancers diagnosed across 6 screening rounds of the program in Nijmegen. The maximum likelihood estimate for the mean lead time ranges from 1.3 years in the under age 50 group to 2.2 years in the age 50-65 group, both estimates having large confidence intervals. The corresponding sensitivity estimates are 0.92 and 1.00.;Biometrics. 1997 Mar.53(1):217-29.;Straatman H1, Peer PG, Verbeek AL.;9147591;Adult,Aged,Biometry*,Breast Neoplasms/prevention & control*,Female,Humans,Likelihood Functions,Mass Screening/statistics & numerical data*,Middle Aged,Models, Statistical,Sensitivity and Specificity,Time Factors;Primary Prevention, Early Detection of Cancer, Breast Neoplasms;;model valid;0.228
"not valid",A meta-analysis of 16 randomized controlled trials to evaluate computer-based clinical reminder systems for preventive care in the ambulatory setting.;Abstract OBJECTIVE: Computer-based reminder systems have the potential to change physician and patient behaviors and to improve patient outcomes. We performed a meta-analysis of published randomized controlled trials to assess the overall effectiveness of computer-based reminder systems in ambulatory settings directed at preventive care. DESIGN: Meta-analysis. SEARCH STRATEGY: Searches of the Medline (1966-1994), Nursing and Allied Health (1982-1994), and Health Planning and Administration (1975-1994) databases identified 16 randomized, controlled trials of computer-based reminder systems in ambulatory settings. STATISTICAL METHODS: A weighted mixed effects model regression analysis was used to estimate intervention effects for computer and manual reminder systems for six classes of preventive practices. MAIN OUTCOME MEASURE: Adjusted odds ratio for preventive practices. RESULTS: Computer reminders improved preventive practices compared with the control condition for vaccinations (adjusted odds ratio [OR] 3.09. 95% confidence interval [CI] 2.39-4.00), breast cancer screening (OR 1.88. 95% CI 1.44-2.45), colorectal cancer screening (OR 2.25. 95% CI 1.74-2.91), and cardiovascular risk reduction (OR 2.01. 95% CI 1.55-2.61) but not cervical cancer screening (OR 1.15. 95% CI 0.89-1.49) or other preventive care (OR 1.02. 95% CI 0.79-1.32). For all six classes of preventive practices combined the adjusted OR was 1.77 (95% CI 1.38-2.27). CONCLUSION: Evidence from randomized controlled studies supports the effectiveness of data-driven computer-based reminder systems to improve prevention services in the ambulatory care setting.;J Am Med Inform Assoc. 1996 Nov-Dec.3(6):399-409.;Shea S1, DuMouchel W, Bahamonde L.;8930856;Meta-Analysis,Research Support, Non-U.S. Gov't,Ambulatory Care*,Efficiency, Organizational,Humans,Immunization,Likelihood Functions,Mass Screening,Odds Ratio,Preventive Health Services*,Regression Analysis,Reminder Systems*;Breast Neoplasms,Primary Prevention,Uterine Cervical Neoplasms,Early Detection of Cancer;;model valid;0.176
"not valid",Screening for abdominal aortic aneurysm: a computer assisted cost-utility analysis.;Abstract OBJECTIVES: To evaluate the effects of introducing routine ultrasonic screening for the identification and elective surgical treatment of abdominal aortic aneurysms (AAA) at high risk of rupture in the U.K. population of men aged 65-74 years. DESIGN: A computer assisted simulation of an AAA screening programme. The simulation incorporated assumptions gleaned from the literature about the epidemiology of AAA and the costs of screening. In addition, up-to-date costings based on recent Manchester (U.K.) vascular surgery experience are used. SETTING: A dialogue between National Health Service commissioners and providers to explore the feasibility and desirability of introducing AAA screening. CHIEF OUTCOME MEASURE: Cost per quality adjusted life year (QALY) gained. MAIN RESULTS: The absolute cost (circa 1992/3) per QALY gained from screening for and treating aneurysms of > or = 6 cm in diameter of pounds 1500 (benefit not discounted). Offsetting current treatment costs of ruptured aneurysms gives a net additional cost per QALY of pounds 1300. Screening and treating aneurysms of > or = 5 cm leads to a cost per QALY gained exceeding pounds 20000. The findings are robust under sensitivity analysis. CONCLUSIONS: Routine screening for AAAs of size > or = 6 cm compares favourably in terms of cost per QALY gained with services such as breast and cervical cancer screening.;Eur J Vasc Endovasc Surg. 1996 Feb.11(2):183-90.;St Leger AS1, Spencely M, McCollum CN, Mossa M.;8616650;Aged,Aortic Aneurysm, Abdominal/economics*,Aortic Aneurysm, Abdominal/mortality,Aortic Aneurysm, Abdominal/prevention & control,Computer Simulation*,Cost-Benefit Analysis,Data Interpretation, Statistical,Hospital Costs/statistics & numerical data,Humans,Male,Mass Screening/economics*,Mass Screening/statistics & numerical data,Models, Economic*,Quality-Adjusted Life Years,Risk Factors,Sensitivity and Specificity,United Kingdom/epidemiology;Early Detection of Cancer,Breast Neoplasms,Combined Modality Therapy,Primary Prevention,Uterine Cervical Neoplasms;;model valid;0.616
"one",Reliability of underlying incidence rates for estimating the effect and efficiency of screening for breast cancer.;Abstract The process of setting screening performance targets requires an estimate of what the incidence of breast cancer would have been in the population invited for screening if there had not been a screening programme. Before the introduction of the National Health Service breast screening programme in 1988 the incidence of breast cancer was already increasing in the population targeted for screening. To establish the incidence before screening the most recent complete data from all the regional cancer registries were collated. An age-period model was constructed to predict what these incidence rates might now have been if the screening programme had not been introduced. The model predicted that if prescreening trends continued (between 1987 and 1995) underlying incidence over this period would increase by 2.3 per 10,000 in women aged 50-54, 2.6 per 10,000 in women aged 55-59, and 2.9 per 10,000 in women aged 60-64. If the prescreening trends have continued then the use of a universal rate, applied across all calendar years and age groups, would seem to be inappropriate when setting targets.;J Med Screen. 1996.3(3):119-22.;Prior P1, Woodman CB, Wilson S, Threlfall AG.;8946305;Adult,Breast Neoplasms/diagnosis*,Breast Neoplasms/epidemiology,Breast Neoplasms/prevention & control,Cohort Studies,England/epidemiology,Female,Humans,Incidence,Mass Screening/standards*,Middle Aged,Models, Statistical,Reproducibility of Results,Wales/epidemiology;Primary Prevention, Early Detection of Cancer, Breast Neoplasms;;model valid;0.324
"one",Screening women aged 40-49 years: where are we today?;;;;7563159;Comment,Editorial,Adult,Age Factors,American Cancer Society,Breast Neoplasms/diagnosis,Breast Neoplasms/mortality*,Breast Neoplasms/prevention & control*,Computer Simulation,Female,Humans,Mammography*,Mass Screening*,Middle Aged,National Institutes of Health (U.S.),Population Surveillance,Sweden,United States;Primary Prevention, Early Detection of Cancer, Breast Neoplasms;;model valid;0.224
"valid",Modelling issues in cancer screening.;Abstract The two main goals of modelling cancer screening are data analysis and evaluation. In data analysis, analytical-numerical statistical models are used to test hypotheses about preclinical disease, the screening test, and the association between early detection and risk of dying from the cancer. Evaluation in cancer screening is supported by model-based prediction of screening effects and cost-effectiveness. Simulation models are suitable for these tasks, and can also be used to identify efficient age-ranges and intervals between screening tests. Striking differences exist between screening models for cervical cancer and breast cancer, which are the two cancer types for which screening is common practice. The two main problems in cervical cancer screening are the proportion of progressive and regressive among screen-detected lesions, and the impact of screening on incidence and mortality. In breast cancer, regression is not (yet) a big issue, and the relationship between screening and mortality reduction has been demonstrated in randomized controlled trials (at least for women older than 50 years). The weakest link in current breast cancer models is the association between earliness of detection and improvement in prognosis. The modelling outcomes and their usefulness are decisively influenced by the data sets that were used in quantifying the model, and the subclassifications of the data that were considered. New or pending modelling issues include HPV-based screening in cervical cancer, screening models for colorectal cancer, the use of surrogate outcome measures and model-based meta-analysis of screening trials.;Stat Methods Med Res. 1995 Mar.4(1):33-54.;van Oortmarssen GJ1, Boer R, Habbema JD.;7613637;Review,Breast Neoplasms/epidemiology,Breast Neoplasms/prevention & control,Cost-Benefit Analysis,Epidemiologic Methods*,Female,Humans,Mass Screening/statistics & numerical data*,Models, Statistical,Neoplasms/epidemiology,Neoplasms/prevention & control*,Uterine Cervical Neoplasms/epidemiology,Uterine Cervical Neoplasms/prevention & control;Breast Neoplasms,Primary Prevention,Uterine Cervical Neoplasms,Early Detection of Cancer;;model valid;0.428
"not valid",MBS: a model for risk benefit analysis of breast cancer screening.;Abstract Breast cancer screening programmes employing mammography are being implemented in various European countries. Different screening protocols are used in demonstration projects and nationwide programmes. To evaluate and improve protocols, a computer model for the evaluation of breast cancer screening has been developed. The availability of such a model can be of great importance in obtaining a better insight into the influence of various parameters. The Monte Carlo computer model is based on random selection from distributions of relevant parameters including tumour onset, tumour growth rate, lifetime expectancy, tumour detection size for screening and spontaneous observation. The radiation risk is calculated for various screening protocols employing multiplicative and additive risk models combined with lifetime expectancy, number of females screened and absorbed dose per screening session. The benefit is calculated on the basis of the reduction in tumour size at detection due to screening compared with spontaneous observation and the survival as a function of tumour diameter. Data from the Swedish two-county study are used to validate the model in terms of prevalence, interval tumour rates and interval tumour diameter distributions. Except for the spontaneous tumour diameter distribution, the model can describe the Swedish two-county study. Specific information is presented on the distributions of relevant parameters.;Br J Radiol. 1995 Feb.68(806):141-9.;Jansen JT1, Zoetelief J.;7735744;Research Support, Non-U.S. Gov't,Adult,Age Factors,Aged,Breast Neoplasms/epidemiology,Breast Neoplasms/pathology,Breast Neoplasms/prevention & control*,Computer Simulation*,Female,Humans,Mammography*/adverse effects,Mass Screening/adverse effects,Mass Screening/methods*,Middle Aged,Neoplasms, Radiation-Induced/etiology,Reproducibility of Results,Risk Assessment,Sweden;Primary Prevention, Early Detection of Cancer, Breast Neoplasms;;model valid;0.372
"not valid",Validation of the Gail et al. model for predicting individual breast cancer risk.;Abstract BACKGROUND: The Gail et al. model is considered the best available means for estimating an individual woman's risk of developing breast cancer. Such estimates are useful in decision making on the part of women, in designing prevention trials, and in targeting screening and prevention efforts. PURPOSE: Our purpose was to evaluate the ability of the model to accurately predict individual breast cancer risk, using a large population independent of the one from which the model was derived. METHODS: We compared the number of cancer cases predicted by the model to the actual number of cases observed in the Nurses' Health Study. The study population was 115,172 women who did not have breast cancer at the beginning of the study. Questionnaires were sent to participants every 2 years, seeking data on risk factors and diagnoses of breast cancer. Follow-up compliance was 95% over the 12-year study period. RESULTS: The model over-predicted absolute breast cancer risk by 33% (95% confidence interval [CI] = 28%-39%), with the overprediction more than twofold among premenopausal women (95% CI = 1.9-2.2), among women with extensive family history of breast cancer (95% CI = 1.1-3.9), and among women with age at first birth younger than 20 years (95% CI = 1.3-4.7). The correlation coefficient between observed and predicted risk was 0.67, indicating that the model is less than satisfactory for ranking individual levels of breast cancer risk. Overprediction occurred at all deciles of predicted risk. CONCLUSIONS: The model's performance is unsatisfactory for estimating breast cancer risk for individual women aged 25-61 years who do not participate in annual screening. Lower mammography screening rates in the Nurses' Health Study may account for some, but not all, of the discrepancy between observed and predicted cases. IMPLICATIONS: A recent modification of the model by the tamoxifen trial investigators is likely to have provided accurate power calculations. This modified form of the model should be useful for planning other large, population-based studies.;J Natl Cancer Inst. 1994 Apr 20.86(8):600-7.;Spiegelman D1, Colditz GA, Hunter D, Hertzmark E.;8145275;Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, P.H.S.,Adult,Age Factors,Breast Neoplasms/epidemiology*,Evaluation Studies as Topic,Female,Humans,Incidence,Middle Aged,Models, Statistical*,Poisson Distribution,Risk Factors,Surveys and Questionnaires,United States/epidemiology,CA40356/CA/NCI NIH HHS/United States;Primary Prevention, Early Detection of Cancer, Breast Neoplasms;;model valid;0.188
"one",Cost-effectiveness of mammographic screening in Australia.;Abstract The purpose of this research was to estimate the cost-effectiveness of mammographic screening to supplement the results of the National Evaluation of Breast Cancer Screening which identified the mortality benefit as the most sensitive parameter. This appraisal used a different computer model, MISCAN, which models the effects of introducing a national screening program into a previously unscreened population, rather than basing estimates on the assumption of a fully established program. For the 40 to 49 age group a mortality reduction of 8 per cent was assumed, rather than the 30 per cent estimate utilised in the National Evaluation. The revised estimate is based on the two Swedish trials (Malmo and WE). New estimates for treatment costs were also incorporated into the MISCAN model. The cost-effectiveness of the policy recommended in the National Evaluation Report, $11,000 per life year saved with two-yearly screening of women over 40, is estimated by the MISCAN model to be $20,300. These differences arise partly from the difference in mortality effects for the 40 to 49 age group, but also from differences inherent in the steady-state and dynamic population approaches to modelling premature deaths averted. The MISCAN results confirm that screening for women over 50 is more cost-effective than screening women under 50. Screening all women aged 50 to 69 every two to three years is reasonable value for money. For women aged 40 to 49 the mortality benefit and cost-effectiveness is less clear, and it would be prudent to allow screening in this group until further evidence is available.;Aust J Public Health. 1993 Mar.17(1):42-50.;Carter R1, Glasziou P, van Oortmarssen G, de Koning H, Stevenson C, Salkeld G, Boer R.;8357894;Research Support, U.S. Gov't, Non-P.H.S.,Adult,Aged,Australia,Breast Neoplasms/mortality,Breast Neoplasms/prevention & control*,Cost-Benefit Analysis,Female,Humans,Mammography/economics*,Mass Screening/economics*,Mass Screening/methods,Middle Aged,Models, Econometric,Quality of Life,Value of Life*;Primary Prevention, Early Detection of Cancer, Breast Neoplasms;;model valid;0.624
"not valid",[The economic evaluation of the early diagnosis of breast carcinoma: a review of the literature].;Abstract This paper reviews the economic aspects of screening for breast cancer: from a bibliographic search we identified studies on complete economic evaluation of screening programs in different parts of the world. At the methodological level, it goes as far as proposing a reference model for economic evaluation. An examination of the results obtained from various studies indicates that the introduction of screening program involves a cost per life-year saved of between 3,800 and 88,000 dollars. Allowing for quality of life, the range is 4,050 to 91,650 dollars. A discussion of some examples of sensitivity analysis shows how, and how much, the results change as a consequence of different assumptions regarding crucial variables: discount rate, reference period of the analysis, frequency of screening, age of the target population, volume of activity of each screening unit, compliance, sensitivity and specificity of the test.;Epidemiol Prev. 1992 Dec.14(53):22-31.;Vanara F1.;1341665;English Abstract,Review,Breast Neoplasms/diagnosis*,Breast Neoplasms/economics*,Breast Neoplasms/prevention & control,Carcinoma/diagnosis*,Carcinoma/economics*,Carcinoma/prevention & control,Costs and Cost Analysis,Female,Humans,Mass Screening/economics,Mass Screening/organization & administration,Models, Organizational,Models, Statistical,Sensitivity and Specificity,Time Factors;Primary Prevention, Early Detection of Cancer, Breast Neoplasms;;model valid;0.492
"one",[Natural history of minimal and occult breast cancers. Long term survival and mass screening].;"Abstract It is commonly admitted that small breast cancer detection is usefull for mortality reduction. One must take care of both ""lead time bias"" and ""length biased sampling"". An aggressive screening could detect an increased number of prevalent cancers in young women. The annual screening of asymptomatic women could be modified in the future by some compromise strategies fixed on high risk women isolation.";Rev Fr Gynecol Obstet. 1992 Nov.87(11):548-60.;Couray J.;1480925;Review,Adult,Age Factors,Aged,Bias,Breast Neoplasms/epidemiology,Breast Neoplasms/pathology,Breast Neoplasms/prevention & control*,Evaluation Studies as Topic,Female,Humans,Mammography/standards,Mass Screening/methods,Mass Screening/standards*,Middle Aged,Models, Statistical,Neoplasm Staging,Prognosis,Risk Factors,Survival Rate;Primary Prevention, Early Detection of Cancer, Breast Neoplasms;;model valid;0.256
"one",Economic considerations in breast cancer screening of older women.;Abstract The incidence of breast cancer increases with age, tending to result in more favorable cost-effectiveness outcomes with more advanced age of the screened population. On the other hand, the decreased remaining life expectancy of older women can be expected to reduce the cost effectiveness of screening. To assess these competing factors, the cost effectiveness of a long-term breast cancer screening program was evaluated using a computerized simulation model. The cost per life year saved decreased when the 65-69 year age group was added to a program screening women aged 50-64. For older age groups, however, cost effectiveness became relatively less favorable. The cost per life year saved of screening the 80-84 year age group was 55% higher than for the 65-69 group.;J Gerontol. 1992 Nov.47 Spec No:51-8.;Brown ML1.;1430883;Review,Aged*,Breast Neoplasms/economics*,Breast Neoplasms/prevention & control,Cost-Benefit Analysis,Costs and Cost Analysis*,Female,Humans,Mammography/economics,Mass Screening/economics,Mass Screening/methods;Primary Prevention, Early Detection of Cancer, Breast Neoplasms;;model valid;0.572
"not valid",Overview of guidelines for screening.;Abstract Controlled trials of screening for breast cancer have proven that (1) for women older than 50 years of age, screening with single-view or two-view mammography, at intervals of 1 to 3 years, with or without clinical examination reduces mortality. (2) annual screening with two-view mammography and clinical examination and emphasis on breast self-examination (BSE) can reduce mortality for women from 40 to 49 years of age. (3) screening this age group with single-view mammography, at intervals of 20 months or longer, without clinical or BSE results in excess mortality in women screened. (3) screening this age group annually with poor quality mammography, weakly interpreted, with some clinical examination results in excess deaths in screened women. If screening women 40 to 49 years of age is to be suggested there is no reason to suggest a model that has been proven to be counterproductive.;Cancer. 1992 Apr 1.69(7 Suppl):1932-7.;Moskowitz M1.;1544094;Breast Neoplasms/mortality,Breast Neoplasms/prevention & control*,Female,Humans,Mass Screening/statistics & numerical data*,Models, Statistical,Survival Analysis;Primary Prevention, Early Detection of Cancer, Breast Neoplasms;;model valid;0.224
"one",The impact of a breast cancer screening programme on quality-adjusted life-years.;"Abstract Trials have shown that breast cancer screening is effective in reducing breast cancer mortality and gaining life-years. The question is whether taking into account the impact of a screening programme on quality of life would lead to a less positive view. Screening may have effects on quality of life in the short run for women participating and effects in the long run as a result of the expected shift in the number of women experiencing early and advanced phases of the disease, after the initiation of the programme. In this study 4 steps have been taken: (I) published studies on quality of life and breast cancer (screening) up to 1989 have been reviewed and summarized and, based on these data, the consequences of breast cancer and treatment have been described. (2) values have been assigned to the disease and treatment phases by experts in breast cancer and public health (N = 31, response 87%). (3) these values have been inserted in the MISCAN model predicting the prevalence of disease/treatment phases with and without a 2-yearly screening programme for women aged 50-70 and multiplied by the duration of these phases. (4) analyses have been done to establish the sensitivity of the results for the values inserted. The programme of 2-yearly mammographic screening for women aged 50-70 is predicted to be 8% ""less effective"" (range -19.7 to +3.2%) when computing quality-adjusted life-years. We conclude that this adjustment is too small to attribute a major role to quality of life in the decision to undertake a large-scale breast cancer screening programme.";Int J Cancer. 1991 Oct 21.49(4):538-44.;de Haes JC1, de Koning HJ, van Oortmarssen GJ, van Agt HM, de Bruyn AE, van Der Maas PJ.;1917155;Aged,Analysis of Variance,Breast Neoplasms/physiopathology,Breast Neoplasms/prevention & control*,Breast Neoplasms/psychology,Breast Neoplasms/therapy*,Female,Follow-Up Studies,Health Status,Humans,Mass Screening,Middle Aged,Models, Statistical,Netherlands,Prognosis,Quality of Life*,Surveys and Questionnaires;Primary Prevention, Early Detection of Cancer, Breast Neoplasms;;model valid;0.34
